0.0646412	-0.00091359374	0.041126583	-0.00968776	-0.030493477	-0.008188902	-0.02265035	-0.014592338	0.055560064	0.010994287	0.054719303	0.0061626583	-0.028733937	0.025895573	0.038917836	-0.009094928
0.19083099	0.053608287	-0.0029131526	0.09009434	0.010400769	0.06109954	0.07477264	0.08198891	0.1546189	0.1304129	0.06725318	0.09259626	0.08505242	-0.1133553	0.07788105	0.035638906
0.23566683	0.102631174	0.10618165	0.13379967	0.047582936	0.019944657	0.08784973	0.16882454	0.1840726	0.16731253	0.13686658	0.09822895	0.099554725	-0.13755257	0.10373048	0.0627241
-0.49757007	0.18980187	-0.33522263	-0.42056343	-0.28900906	-0.32189408	-0.22348751	-0.37750834	-0.5036507	-0.41645867	-0.5487464	-0.40953845	-0.31322894	0.45600024	-0.36646503	-0.30746093
0.011022824	0.09710117	0.010150817	-0.07066188	0.03186856	-0.05764035	-0.010349561	0.039745197	-0.0127187325	-0.07171832	-0.038359486	-0.010388834	0.012870215	-0.009235425	-0.06110028	0.0060565374
0.08657517	-0.04386882	0.07222558	0.0051820264	0.09161429	0.025763934	0.016628416	0.13797057	0.07391701	0.067134626	0.03527826	0.039661318	0.11143191	-0.030500557	0.079211585	0.09918525
-0.48134577	0.2837406	-0.29393134	-0.45047045	-0.28487673	-0.26554182	-0.29692236	-0.3116116	-0.4667607	-0.4182461	-0.47019655	-0.39614308	-0.28411758	0.3977356	-0.35052636	-0.2728166
0.049299106	0.034263697	0.076818034	0.047250696	0.014747458	0.043500103	0.022700518	0.09697294	0.0713973	0.035785776	0.10474225	0.039635777	0.047521856	-0.075256385	0.00815881	0.074518934
-0.44451216	0.24275462	-0.34038463	-0.35094157	-0.1689013	-0.19964445	-0.22983639	-0.3692912	-0.3612012	-0.34205654	-0.37845194	-0.34900698	-0.19020306	0.28820398	-0.3196227	-0.22281669
0.04175255	0.007279834	0.063139886	0.032716062	-0.032087613	-0.0030334364	-0.0033966405	0.009958616	0.034336217	-0.019948287	0.06832184	0.044198435	0.006603982	0.026143458	-0.009067232	-0.002997748
-0.47170517	0.25373957	-0.344675	-0.43384033	-0.23063585	-0.26511014	-0.29652193	-0.33268812	-0.4497661	-0.40744543	-0.46188664	-0.42784193	-0.28778675	0.44772497	-0.27831158	-0.30901468
0.16154249	-0.0368205	0.033270523	0.10311992	0.035102844	0.047147885	0.06561194	0.071117565	0.058480565	0.10752226	0.13078927	0.096769966	-0.0065218876	-0.06023303	0.016531412	0.07256513
